Date,UserID,RecipeID,Event
2022-01-10 23:05:55,895,148,short_description
2022-01-10 23:06:01,895,148,steps
2022-01-11 00:26:13,277,308,view_recipe
2022-01-11 00:29:07,277,308,short_description
2022-01-11 00:30:11,277,308,long_description
2022-01-11 00:33:09,277,308,steps
2022-01-11 00:34:29,1155,77,view_recipe
2022-01-11 00:34:49,1155,77,short_description
2022-01-11 00:37:39,1155,77,steps
2022-01-11 00:39:54,1155,77,view_comments
2022-01-11 01:56:49,45,470,view_recipe
2022-01-11 01:59:31,45,470,short_description
2022-01-11 02:01:45,45,470,long_description
2022-01-11 02:03:20,45,470,steps
2022-01-11 02:05:35,45,470,view_comments
2022-01-11 02:06:52,594,114,view_recipe
2022-01-11 02:07:13,594,114,short_description
2022-01-11 02:09:59,594,114,steps
2022-01-11 03:04:42,916,41,view_recipe
2022-01-11 03:07:01,916,41,short_description
2022-01-11 03:08:12,916,41,steps
2022-01-11 03:08:44,806,348,view_recipe
2022-01-11 03:09:05,916,41,view_comments
2022-01-11 03:10:11,806,348,short_description
2022-01-11 03:12:41,806,348,long_description
2022-01-11 03:13:48,806,348,steps
2022-01-11 03:15:08,806,348,view_comments
2022-01-11 03:32:23,568,412,view_recipe
2022-01-11 03:34:56,568,412,short_description
2022-01-11 03:37:16,568,412,long_description
2022-01-11 03:38:38,568,412,steps
2022-01-11 03:39:00,568,412,view_comments
2022-01-11 04:37:19,837,284,view_recipe
2022-01-11 04:40:05,837,284,short_description
2022-01-11 04:40:16,837,284,long_description
2022-01-11 04:40:28,1804,375,view_recipe
2022-01-11 04:41:24,837,284,steps
2022-01-11 04:42:53,837,284,view_comments
2022-01-11 04:43:27,1804,375,short_description
2022-01-11 04:44:20,498,495,view_recipe
2022-01-11 04:45:28,1804,375,steps
2022-01-11 04:47:03,498,495,short_description
2022-01-11 04:47:28,1804,375,view_comments
2022-01-11 04:47:48,498,495,long_description
2022-01-11 04:50:43,498,495,steps
2022-01-11 05:34:28,1137,131,view_recipe
2022-01-11 05:35:31,1137,131,short_description
2022-01-11 05:38:09,1137,131,steps
2022-01-11 05:40:27,1137,131,view_comments
2022-01-11 05:43:10,269,473,view_recipe
2022-01-11 05:43:29,1273,397,view_recipe
2022-01-11 05:43:55,269,473,short_description
2022-01-11 05:45:15,1273,397,short_description
2022-01-11 05:46:20,269,473,steps
2022-01-11 05:46:22,1273,397,steps
2022-01-11 05:48:47,269,473,view_comments
2022-01-11 05:53:10,1525,96,view_recipe
2022-01-11 05:55:39,1525,96,short_description
2022-01-11 05:56:52,1525,96,long_description
2022-01-11 05:57:03,1525,96,steps
2022-01-11 05:59:04,1525,96,view_comments
2022-01-11 06:24:18,778,123,view_recipe
2022-01-11 06:25:31,778,123,short_description
2022-01-11 06:28:23,778,123,steps
2022-01-11 07:30:34,861,79,view_recipe
2022-01-11 07:32:31,861,79,short_description
2022-01-11 07:33:19,861,79,steps
2022-01-11 07:33:48,773,160,view_recipe
2022-01-11 07:33:55,861,79,view_comments
2022-01-11 07:34:12,773,160,short_description
2022-01-11 07:36:02,1399,175,view_recipe
2022-01-11 07:37:08,1399,175,short_description
2022-01-11 07:37:12,773,160,steps
2022-01-11 07:38:35,1399,175,long_description
2022-01-11 07:39:56,1399,175,steps
2022-01-11 08:15:33,1226,294,view_recipe
2022-01-11 08:17:52,1226,294,short_description
2022-01-11 08:20:07,1226,294,long_description
2022-01-11 08:22:48,1226,294,steps
2022-01-11 09:01:02,1419,479,view_recipe
2022-01-11 09:01:08,1419,479,long_description
2022-01-11 09:02:12,1419,479,steps
2022-01-11 09:25:41,1970,385,view_recipe
2022-01-11 09:26:58,1970,385,short_description
2022-01-11 09:27:47,1970,385,steps
2022-01-11 10:00:24,885,451,view_recipe
2022-01-11 10:01:19,885,451,short_description
2022-01-11 10:03:25,885,451,long_description
2022-01-11 10:03:59,885,451,steps
2022-01-11 12:15:30,377,134,view_recipe
2022-01-11 12:15:47,377,134,short_description
2022-01-11 12:17:33,377,134,long_description
2022-01-11 12:18:12,377,134,steps
2022-01-11 12:19:14,377,134,view_comments
2022-01-11 13:21:10,953,185,view_recipe
2022-01-11 13:22:04,953,185,short_description
2022-01-11 13:24:10,953,185,long_description
2022-01-11 13:25:09,953,185,steps
2022-01-11 13:34:56,1549,201,view_recipe
2022-01-11 13:36:45,1549,201,short_description
2022-01-11 13:38:19,1549,201,long_description
2022-01-11 13:39:17,1549,201,steps
2022-01-11 14:20:31,1348,442,view_recipe
2022-01-11 14:22:54,1348,442,short_description
2022-01-11 14:23:48,1348,442,steps
2022-01-11 15:12:59,835,305,view_recipe
2022-01-11 15:13:54,835,305,short_description
2022-01-11 15:14:57,835,305,steps
2022-01-11 15:17:14,835,305,view_comments
2022-01-11 15:30:50,1396,417,view_recipe
2022-01-11 15:33:24,1396,417,short_description
2022-01-11 15:34:32,89,185,view_recipe
2022-01-11 15:36:19,1396,417,long_description
2022-01-11 15:37:16,89,185,short_description
2022-01-11 15:37:48,1396,417,steps
2022-01-11 15:38:27,1396,417,view_comments
2022-01-11 15:39:42,89,185,steps
2022-01-11 15:40:13,89,185,view_comments
2022-01-11 16:21:00,1003,341,view_recipe
2022-01-11 16:22:38,1003,341,short_description
2022-01-11 16:25:22,1003,341,long_description
2022-01-11 16:28:20,1003,341,steps
2022-01-11 17:32:36,1820,413,view_recipe
2022-01-11 17:32:58,1693,173,view_recipe
2022-01-11 17:34:18,1820,413,short_description
2022-01-11 17:35:20,1820,413,steps
2022-01-11 17:35:26,1693,173,long_description
2022-01-11 17:37:57,1693,173,steps
2022-01-11 17:38:05,1820,413,view_comments
2022-01-11 17:39:36,1693,173,view_comments
2022-01-11 17:45:01,1050,443,view_recipe
2022-01-11 17:48:00,1050,443,short_description
2022-01-11 17:48:20,1050,443,long_description
2022-01-11 17:50:13,1050,443,steps
2022-01-11 18:14:01,1890,102,view_recipe
2022-01-11 18:14:53,1890,102,short_description
2022-01-11 18:15:28,1890,102,steps
2022-01-11 18:24:22,689,275,view_recipe
2022-01-11 18:24:28,689,275,short_description
2022-01-11 18:26:59,689,275,steps
2022-01-11 19:11:55,1965,357,view_recipe
2022-01-11 19:12:16,1965,357,short_description
2022-01-11 19:13:21,1965,357,steps
2022-01-11 20:03:55,1073,102,view_recipe
2022-01-11 20:05:03,1073,102,short_description
2022-01-11 20:08:00,1073,102,steps
2022-01-11 20:08:52,1073,102,view_comments
2022-01-11 21:30:17,1838,432,view_recipe
2022-01-11 21:31:15,1838,432,short_description
2022-01-11 21:32:48,1838,432,long_description
2022-01-11 21:33:54,1838,432,steps
2022-01-11 21:44:03,444,215,view_recipe
2022-01-11 21:44:38,444,215,short_description
2022-01-11 21:45:41,444,215,long_description
2022-01-11 21:46:44,1442,482,view_recipe
2022-01-11 21:48:18,444,215,steps
2022-01-11 21:49:03,444,215,view_comments
2022-01-11 21:49:37,1442,482,short_description
2022-01-11 21:50:27,977,288,view_recipe
2022-01-11 21:50:56,977,288,short_description
2022-01-11 21:52:01,977,288,long_description
2022-01-11 21:52:28,977,288,steps
2022-01-11 21:52:34,1442,482,steps
2022-01-11 22:30:04,217,321,view_recipe
2022-01-11 22:30:34,217,321,short_description
2022-01-11 22:32:56,217,321,steps
2022-01-11 22:37:48,1285,67,view_recipe
2022-01-11 22:39:39,1285,67,short_description
2022-01-11 22:41:36,1285,67,steps
2022-01-11 22:46:16,483,265,view_recipe
2022-01-11 22:46:44,483,265,short_description
2022-01-11 22:48:11,483,265,steps
2022-01-11 23:20:18,755,142,view_recipe
2022-01-11 23:23:16,755,142,short_description
2022-01-11 23:23:45,755,142,steps
2022-01-11 23:45:09,215,35,view_recipe
2022-01-11 23:46:22,215,35,short_description
2022-01-11 23:48:55,215,35,long_description
2022-01-11 23:50:46,215,35,steps
2022-01-11 23:52:10,215,35,view_comments
2022-01-12 00:10:21,229,175,view_recipe
2022-01-12 00:10:36,229,175,short_description
2022-01-12 00:13:24,229,175,steps
2022-01-12 00:20:07,1113,68,view_recipe
2022-01-12 00:22:09,1113,68,short_description
2022-01-12 00:22:24,1113,68,steps
2022-01-12 00:23:37,181,412,view_recipe
2022-01-12 00:23:53,181,412,short_description
2022-01-12 00:24:37,181,412,long_description
2022-01-12 00:26:02,181,412,steps
2022-01-12 00:45:30,363,97,view_recipe
2022-01-12 00:47:27,363,97,short_description
2022-01-12 00:50:13,363,97,steps
2022-01-12 00:51:45,363,97,view_comments
2022-01-12 01:20:07,1625,384,view_recipe
2022-01-12 01:22:27,1625,384,short_description
2022-01-12 01:22:54,1625,384,steps
2022-01-12 02:08:15,1675,470,view_recipe
2022-01-12 02:08:20,1675,470,short_description
2022-01-12 02:11:19,1675,470,steps
2022-01-12 02:11:29,1675,470,view_comments
2022-01-12 03:47:35,773,56,view_recipe
2022-01-12 03:49:20,773,56,short_description
2022-01-12 03:49:30,773,56,long_description
2022-01-12 03:52:00,773,56,steps
2022-01-12 04:02:24,1124,283,view_recipe
2022-01-12 04:03:30,1124,283,short_description
2022-01-12 04:04:20,1124,283,long_description
2022-01-12 04:04:45,1124,283,steps
2022-01-12 04:14:35,1540,80,view_recipe
2022-01-12 04:16:25,1540,80,short_description
2022-01-12 04:17:53,879,463,view_recipe
2022-01-12 04:19:00,1540,80,long_description
2022-01-12 04:19:15,1540,80,steps
2022-01-12 04:19:20,1540,80,view_comments
2022-01-12 04:20:27,879,463,short_description
2022-01-12 04:21:40,879,463,steps
2022-01-12 05:10:25,780,198,view_recipe
2022-01-12 05:10:47,1155,193,view_recipe
2022-01-12 05:11:03,780,198,short_description
2022-01-12 05:12:12,1155,193,short_description
2022-01-12 05:13:34,1155,193,steps
2022-01-12 05:13:43,780,198,steps
2022-01-12 05:17:50,1529,259,view_recipe
2022-01-12 05:19:44,1529,259,short_description
2022-01-12 05:20:46,1529,259,steps
2022-01-12 05:21:55,1208,218,view_recipe
2022-01-12 05:23:37,1208,218,short_description
2022-01-12 05:25:29,1208,218,long_description
2022-01-12 05:28:05,1208,218,steps
2022-01-12 05:42:49,34,17,view_recipe
2022-01-12 05:44:25,34,17,short_description
2022-01-12 05:45:25,34,17,long_description
2022-01-12 05:46:07,34,17,steps
2022-01-12 05:47:28,1335,119,view_recipe
2022-01-12 05:47:55,34,17,view_comments
2022-01-12 05:47:57,1335,119,short_description
2022-01-12 05:49:56,1335,119,steps
2022-01-12 06:22:52,398,377,view_recipe
2022-01-12 06:23:58,398,377,short_description
2022-01-12 06:26:28,398,377,steps
2022-01-12 07:14:44,1558,250,view_recipe
2022-01-12 07:17:08,1558,250,short_description
2022-01-12 07:19:24,1558,250,long_description
2022-01-12 07:21:02,1558,250,steps
2022-01-12 08:22:58,1339,289,view_recipe
2022-01-12 08:25:49,1339,289,short_description
2022-01-12 08:27:43,1339,289,long_description
2022-01-12 08:28:40,1339,289,steps
2022-01-12 08:29:33,1339,289,view_comments
2022-01-12 09:46:34,438,421,view_recipe
2022-01-12 09:47:40,438,421,short_description
2022-01-12 09:50:18,438,421,steps
2022-01-12 09:52:37,438,421,view_comments
2022-01-12 09:59:20,882,383,view_recipe
2022-01-12 10:01:45,882,383,short_description
2022-01-12 10:02:14,882,383,long_description
2022-01-12 10:04:05,882,383,steps
2022-01-12 10:28:17,973,104,view_recipe
2022-01-12 10:29:46,973,104,short_description
2022-01-12 10:30:43,973,104,steps
2022-01-12 11:13:52,1353,438,view_recipe
2022-01-12 11:16:08,1353,438,short_description
2022-01-12 11:18:51,1353,438,steps
2022-01-12 11:36:52,1517,497,view_recipe
2022-01-12 11:38:50,1517,497,short_description
2022-01-12 11:39:13,1517,497,steps
2022-01-12 11:41:12,908,397,view_recipe
2022-01-12 11:43:18,908,397,short_description
2022-01-12 11:45:57,908,397,long_description
2022-01-12 11:47:52,908,397,steps
2022-01-12 13:05:58,782,128,view_recipe
2022-01-12 13:07:42,782,128,short_description
2022-01-12 13:09:20,782,128,steps
2022-01-12 13:09:54,782,128,view_comments
2022-01-12 13:47:07,1170,248,view_recipe
2022-01-12 13:49:56,1170,248,short_description
2022-01-12 13:51:47,1170,248,steps
2022-01-12 13:53:51,1170,248,view_comments
2022-01-12 14:27:17,606,412,view_recipe
2022-01-12 14:27:36,606,412,long_description
2022-01-12 14:28:33,606,412,steps
2022-01-12 15:19:53,276,159,view_recipe
2022-01-12 15:20:49,276,159,short_description
2022-01-12 15:21:51,276,159,long_description
2022-01-12 15:24:12,276,159,steps
2022-01-12 15:45:38,1539,336,view_recipe
2022-01-12 15:47:08,1539,336,long_description
2022-01-12 15:47:57,1539,336,steps
2022-01-12 16:10:05,742,323,view_recipe
2022-01-12 16:10:30,695,477,view_recipe
2022-01-12 16:10:50,742,323,short_description
2022-01-12 16:11:13,695,477,short_description
2022-01-12 16:11:50,695,477,steps
2022-01-12 16:12:10,742,323,long_description
2022-01-12 16:14:03,742,323,steps
2022-01-12 16:15:05,742,323,view_comments
2022-01-12 16:23:51,1008,202,view_recipe
2022-01-12 16:26:33,1008,202,short_description
2022-01-12 16:29:18,1008,202,long_description
2022-01-12 16:30:41,1008,202,steps
2022-01-12 16:40:01,1658,471,view_recipe
2022-01-12 16:41:37,1658,471,short_description
2022-01-12 16:42:27,1658,471,steps
2022-01-12 16:44:07,1661,301,view_recipe
2022-01-12 16:45:07,1661,301,short_description
2022-01-12 16:47:56,1661,301,long_description
2022-01-12 16:48:12,1661,301,steps
2022-01-12 16:49:25,1661,301,view_comments
2022-01-12 17:25:17,790,68,view_recipe
2022-01-12 17:26:12,790,68,short_description
2022-01-12 17:26:19,790,68,long_description
2022-01-12 17:28:10,790,68,steps
2022-01-12 17:58:48,897,453,view_recipe
2022-01-12 18:00:51,897,453,short_description
2022-01-12 18:01:19,897,453,steps
2022-01-12 18:03:15,1093,80,view_recipe
2022-01-12 18:04:54,1093,80,short_description
2022-01-12 18:07:37,1093,80,long_description
2022-01-12 18:08:30,1093,80,steps
2022-01-12 18:20:34,1915,300,view_recipe
2022-01-12 18:21:13,1915,300,short_description
2022-01-12 18:23:55,1915,300,steps
2022-01-12 18:29:07,855,231,view_recipe
2022-01-12 18:29:54,855,231,short_description
2022-01-12 18:30:35,855,231,steps
2022-01-12 18:31:33,855,231,view_comments
2022-01-12 18:56:23,736,330,view_recipe
2022-01-12 18:56:34,736,330,short_description
2022-01-12 18:56:55,736,330,steps
2022-01-12 18:57:06,736,330,view_comments
2022-01-12 19:50:59,915,454,view_recipe
2022-01-12 19:51:26,915,454,short_description
2022-01-12 19:53:04,915,454,long_description
2022-01-12 19:53:36,915,454,steps
2022-01-12 20:13:05,1483,178,view_recipe
2022-01-12 20:15:31,1483,178,short_description
2022-01-12 20:18:12,1483,178,steps
2022-01-12 20:20:39,1483,178,view_comments
2022-01-12 20:47:34,929,348,view_recipe
2022-01-12 20:50:04,929,348,short_description
2022-01-12 20:51:25,929,348,long_description
2022-01-12 20:52:46,929,348,steps
2022-01-12 21:17:58,466,418,view_recipe
2022-01-12 21:18:18,466,418,short_description
2022-01-12 21:18:47,466,418,long_description
2022-01-12 21:19:37,466,418,steps
2022-01-12 21:22:22,466,418,view_comments
2022-01-12 21:30:38,598,317,view_recipe
2022-01-12 21:31:08,598,317,short_description
2022-01-12 21:32:43,598,317,long_description
2022-01-12 21:32:54,598,317,steps
2022-01-12 21:49:19,691,326,view_recipe
2022-01-12 21:51:15,691,326,short_description
2022-01-12 21:52:22,691,326,steps
2022-01-12 22:52:22,294,84,view_recipe
2022-01-12 22:54:43,294,84,short_description
2022-01-12 22:55:08,294,84,long_description
2022-01-12 22:56:37,294,84,steps
2022-01-12 23:05:12,733,295,view_recipe
2022-01-12 23:06:43,733,295,short_description
2022-01-12 23:08:13,733,295,long_description
2022-01-12 23:10:41,733,295,steps
2022-01-12 23:36:05,147,104,view_recipe
2022-01-12 23:38:42,147,104,short_description
2022-01-12 23:40:31,147,104,long_description
2022-01-12 23:40:57,147,104,steps
2022-01-13 00:07:18,389,73,view_recipe
2022-01-13 00:09:28,389,73,short_description
2022-01-13 00:10:42,389,73,long_description
2022-01-13 00:12:54,389,73,steps
2022-01-13 00:15:24,389,73,view_comments
2022-01-13 00:20:20,977,16,view_recipe
2022-01-13 00:20:49,977,16,short_description
2022-01-13 00:22:56,977,16,long_description
2022-01-13 00:25:48,977,16,steps
2022-01-13 00:28:02,977,16,view_comments
2022-01-13 01:33:40,155,382,view_recipe
2022-01-13 01:34:55,155,382,short_description
2022-01-13 01:36:15,155,382,long_description
2022-01-13 01:38:19,155,382,steps
2022-01-13 01:38:57,1856,300,view_recipe
2022-01-13 01:41:10,1856,300,short_description
2022-01-13 01:42:52,1856,300,long_description
2022-01-13 01:43:04,1856,300,steps
2022-01-13 02:00:46,1638,368,view_recipe
2022-01-13 02:01:02,1638,368,short_description
2022-01-13 02:01:25,1638,368,steps
2022-01-13 02:26:40,372,75,view_recipe
2022-01-13 02:28:59,372,75,short_description
2022-01-13 02:30:55,372,75,steps
2022-01-13 02:48:54,1536,400,view_recipe
2022-01-13 02:50:20,1536,400,short_description
2022-01-13 02:51:40,1536,400,long_description
2022-01-13 02:54:40,1536,400,steps
2022-01-13 02:55:16,1536,400,view_comments
2022-01-13 02:56:44,225,53,view_recipe
2022-01-13 02:59:43,225,53,short_description
2022-01-13 03:01:55,225,53,steps
2022-01-13 03:04:54,225,53,view_comments
2022-01-13 03:08:12,1184,445,view_recipe
2022-01-13 03:11:09,1184,445,short_description
2022-01-13 03:12:52,1184,445,long_description
2022-01-13 03:13:55,1184,445,steps
2022-01-13 05:14:29,702,316,view_recipe
2022-01-13 05:15:32,702,316,short_description
2022-01-13 05:16:03,702,316,long_description
2022-01-13 05:17:15,702,316,steps
2022-01-13 05:46:38,1874,350,view_recipe
2022-01-13 05:49:10,1874,350,short_description
2022-01-13 05:50:59,1874,350,steps
2022-01-13 05:56:37,1301,373,view_recipe
2022-01-13 05:59:13,1301,373,short_description
2022-01-13 06:00:46,1301,373,steps
2022-01-13 06:01:21,1301,373,view_comments
2022-01-13 06:11:53,967,77,view_recipe
2022-01-13 06:12:09,967,77,short_description
2022-01-13 06:12:56,967,77,steps
2022-01-13 06:43:23,1117,414,view_recipe
2022-01-13 06:45:06,1117,414,short_description
2022-01-13 06:46:12,1117,414,steps
2022-01-13 07:18:27,1429,60,view_recipe
2022-01-13 07:19:16,1429,60,short_description
2022-01-13 07:21:29,1429,60,steps
2022-01-13 07:26:44,1980,33,view_recipe
2022-01-13 07:27:43,1980,33,short_description
2022-01-13 07:29:05,1980,33,long_description
2022-01-13 07:29:30,1980,33,steps
2022-01-13 07:48:12,1876,198,view_recipe
2022-01-13 07:50:05,1876,198,short_description
2022-01-13 07:52:26,1876,198,steps
2022-01-13 07:54:53,1876,198,view_comments
2022-01-13 07:55:45,675,333,view_recipe
2022-01-13 07:58:41,675,333,short_description
2022-01-13 07:59:29,675,333,steps
2022-01-13 08:46:36,1077,273,view_recipe
2022-01-13 08:48:49,1077,273,short_description
2022-01-13 08:50:25,1077,273,long_description
2022-01-13 08:50:43,1077,273,steps
2022-01-13 08:52:20,1077,273,view_comments
2022-01-13 09:15:07,1892,345,view_recipe
2022-01-13 09:15:24,1892,345,short_description
2022-01-13 09:18:14,1892,345,steps
2022-01-13 10:15:22,1131,224,view_recipe
2022-01-13 10:17:25,1131,224,short_description
2022-01-13 10:19:35,1131,224,long_description
2022-01-13 10:20:31,1131,224,steps
2022-01-13 10:23:40,483,221,view_recipe
2022-01-13 10:24:19,483,221,short_description
2022-01-13 10:26:25,483,221,steps
2022-01-13 10:28:35,483,221,view_comments
2022-01-13 10:44:41,1535,267,view_recipe
2022-01-13 10:47:36,1535,267,short_description
2022-01-13 10:48:49,1535,267,steps
2022-01-13 11:06:37,1040,479,view_recipe
2022-01-13 11:08:19,1040,479,short_description
2022-01-13 11:10:11,1040,479,steps
2022-01-13 11:46:22,582,325,view_recipe
2022-01-13 11:47:41,582,325,short_description
2022-01-13 11:47:55,582,325,long_description
2022-01-13 11:48:06,582,325,steps
2022-01-13 11:50:18,951,467,view_recipe
2022-01-13 11:50:39,582,325,view_comments
2022-01-13 11:50:52,951,467,short_description
2022-01-13 11:51:49,951,467,steps
2022-01-13 11:53:08,951,467,view_comments
2022-01-13 11:58:33,581,24,view_recipe
2022-01-13 11:59:57,581,24,short_description
2022-01-13 12:02:47,581,24,long_description
2022-01-13 12:04:24,581,24,steps
2022-01-13 12:20:59,1749,108,view_recipe
2022-01-13 12:21:54,1749,108,short_description
2022-01-13 12:24:22,1749,108,steps
2022-01-13 12:26:55,867,383,view_recipe
2022-01-13 12:29:50,867,383,short_description
2022-01-13 12:31:34,551,499,view_recipe
2022-01-13 12:32:20,867,383,steps
2022-01-13 12:33:06,551,499,short_description
2022-01-13 12:33:43,867,383,view_comments
2022-01-13 12:34:17,551,499,long_description
2022-01-13 12:35:38,551,499,steps
2022-01-13 12:45:07,723,433,view_recipe
2022-01-13 12:45:51,723,433,short_description
2022-01-13 12:48:46,723,433,steps
2022-01-13 13:04:58,1061,359,view_recipe
2022-01-13 13:06:04,1061,359,short_description
2022-01-13 13:08:00,1061,359,long_description
2022-01-13 13:09:09,1061,359,steps
2022-01-13 14:21:07,1905,27,view_recipe
2022-01-13 14:22:36,1905,27,short_description
2022-01-13 14:24:05,285,180,view_recipe
2022-01-13 14:24:08,1905,27,long_description
2022-01-13 14:24:39,285,180,short_description
2022-01-13 14:25:27,285,180,steps
2022-01-13 14:26:48,1905,27,steps
2022-01-13 14:27:22,1905,27,view_comments
2022-01-13 17:06:32,815,57,view_recipe
2022-01-13 17:06:45,815,57,short_description
2022-01-13 17:08:20,815,57,steps
2022-01-13 18:04:06,97,262,view_recipe
2022-01-13 18:05:45,97,262,short_description
2022-01-13 18:06:29,97,262,steps
2022-01-13 18:09:12,385,460,view_recipe
2022-01-13 18:11:52,385,460,short_description
2022-01-13 18:12:21,385,460,steps
2022-01-13 18:20:19,1927,376,view_recipe
2022-01-13 18:21:22,1927,376,short_description
2022-01-13 18:24:05,1927,376,steps
2022-01-13 18:25:09,1927,376,view_comments
2022-01-13 18:55:27,1128,145,view_recipe
2022-01-13 18:56:45,1128,145,short_description
2022-01-13 18:58:31,1128,145,steps
2022-01-13 19:06:17,481,79,view_recipe
2022-01-13 19:07:20,481,79,short_description
2022-01-13 19:08:12,481,79,steps
2022-01-13 19:45:24,971,475,view_recipe
2022-01-13 19:45:35,971,475,short_description
2022-01-13 19:46:35,971,475,long_description
2022-01-13 19:47:42,971,475,steps
2022-01-13 20:15:05,8,386,view_recipe
2022-01-13 20:16:10,8,386,short_description
2022-01-13 20:17:41,8,386,steps
2022-01-13 21:25:05,185,314,view_recipe
2022-01-13 21:27:45,185,314,short_description
2022-01-13 21:28:17,185,314,steps
2022-01-13 21:52:22,100,306,view_recipe
2022-01-13 21:55:07,100,306,short_description
2022-01-13 21:56:13,100,306,steps
2022-01-13 21:56:35,100,306,view_comments
2022-01-13 22:16:59,1652,82,view_recipe
2022-01-13 22:18:23,1652,82,short_description
2022-01-13 22:18:35,1652,82,steps
2022-01-13 22:20:20,1358,284,view_recipe
2022-01-13 22:21:17,1358,284,short_description
2022-01-13 22:22:37,1358,284,long_description
2022-01-13 22:23:50,1358,284,steps
2022-01-13 23:48:26,1872,45,view_recipe
2022-01-13 23:49:59,1872,45,short_description
2022-01-13 23:50:17,1872,45,steps
2022-01-14 00:19:59,1789,224,view_recipe
2022-01-14 00:21:05,1789,224,short_description
2022-01-14 00:24:05,1789,224,steps
2022-01-14 01:10:42,447,470,view_recipe
